matchday,trap_type,h_rank,a_rank,h_points,a_points,h_gd,a_gd,h_gs,a_gs,h_gc,a_gc,won
6,GRAVITY_HOME_DOG,16,10,1,6,-9,1,3,3,12,2,True
7,GRAVITY_AWAY_DOG,11,16,9,1,-1,-10,8,4,9,14,True
8,GRAVITY_HOME_DOG,16,4,1,12,-11,6,5,14,16,8,False
14,GRAVITY_AWAY_DOG,4,13,23,11,9,-9,19,12,10,21,True
14,GRAVITY_AWAY_DOG,7,16,21,8,2,-10,21,10,19,20,True
15,GRAVITY_HOME_DOG,16,9,8,20,-12,3,10,24,22,21,True
15,GRAVITY_HOME_DOG,14,11,11,16,-10,-7,14,20,24,27,False
16,GRAVITY_AWAY_DOG,10,16,19,8,-5,-13,16,12,21,25,False
17,GRAVITY_AWAY_DOG,2,16,29,10,10,-10,25,16,15,26,True
22,CRUSHER_AWAY_FAV,16,4,14,35,-13,12,23,40,36,28,True
23,GRAVITY_AWAY_DOG,14,16,22,14,-6,-17,21,23,27,40,True
8,GRAVITY_HOME_DOG,16,3,3,13,-7,7,3,13,10,6,False
18,GRAVITY_HOME_DOG,16,4,10,29,-25,8,8,23,33,15,True
19,GRAVITY_AWAY_DOG,8,16,24,10,2,-28,29,8,27,36,True
20,GRAVITY_HOME_DOG,16,3,10,32,-31,12,8,29,39,17,True
20,GRAVITY_AWAY_DOG,10,15,24,14,2,-11,22,18,20,29,False
21,GRAVITY_AWAY_DOG,9,16,27,10,-4,-32,33,9,37,41,True
22,GRAVITY_HOME_DOG,16,4,10,35,-33,11,10,31,43,20,True
24,GRAVITY_HOME_DOG,13,11,24,28,-6,-11,22,27,28,38,False
10,GRAVITY_HOME_DOG,13,14,10,8,-7,-5,8,12,15,17,False
10,GRAVITY_AWAY_DOG,3,16,17,1,5,-15,19,2,14,17,True
14,GRAVITY_AWAY_DOG,3,15,23,8,6,-9,19,14,13,23,True
15,GRAVITY_HOME_DOG,16,15,2,8,-19,-10,5,14,24,24,True
16,GRAVITY_AWAY_DOG,3,16,27,2,7,-21,20,6,13,27,True
16,GRAVITY_AWAY_DOG,12,14,19,16,-7,-12,20,15,27,27,False
17,GRAVITY_HOME_DOG,16,8,2,24,-22,5,7,21,29,16,False
20,GRAVITY_HOME_DOG,14,15,19,17,-13,-9,24,22,37,31,False
7,GRAVITY_AWAY_DOG,12,16,4,1,-5,-8,6,1,11,9,False
10,CRUSHER_HOME_FAV,4,15,19,4,9,-9,19,6,10,15,True
11,GRAVITY_AWAY_DOG,3,16,23,4,16,-13,24,7,8,20,True
12,GRAVITY_HOME_DOG,16,7,4,15,-17,1,7,13,24,12,True
13,GRAVITY_AWAY_DOG,3,16,26,4,20,-20,28,8,8,28,False
15,GRAVITY_HOME_DOG,13,12,11,15,-10,-9,12,19,22,28,True
16,GRAVITY_HOME_DOG,15,6,10,27,-19,10,8,28,27,18,True
17,GRAVITY_AWAY_DOG,16,15,8,10,-22,-21,12,9,34,30,True
18,GRAVITY_HOME_DOG,16,2,10,34,-22,19,10,35,32,16,True
24,GRAVITY_HOME_DOG,13,7,20,34,-12,1,23,36,35,35,False
28,GRAVITY_AWAY_DOG,12,16,28,17,-20,-28,32,20,52,48,False
30,GRAVITY_HOME_DOG,13,11,28,34,-23,-6,34,30,57,36,True
20,GRAVITY_HOME_DOG,15,4,15,33,-17,8,16,34,33,26,True
25,GRAVITY_AWAY_DOG,8,16,34,16,3,-24,30,16,27,40,False
26,GRAVITY_HOME_DOG,13,9,27,33,-13,-6,31,26,44,32,False
11,GRAVITY_AWAY_DOG,9,15,15,6,-3,-10,14,8,17,18,True
12,GRAVITY_HOME_DOG,13,9,9,18,-6,-1,13,16,19,17,True
12,GRAVITY_HOME_DOG,15,8,6,19,-12,3,8,13,20,10,True
13,GRAVITY_AWAY_DOG,10,15,19,6,-1,-7,17,9,18,16,True
14,GRAVITY_HOME_DOG,15,13,6,11,-10,-6,10,15,20,21,True
7,GRAVITY_HOME_DOG,14,11,4,7,-4,0,6,6,10,6,False
11,GRAVITY_HOME_DOG,15,2,8,24,-4,15,8,20,12,5,False
23,GRAVITY_AWAY_DOG,7,16,31,14,5,-18,28,10,23,28,True
24,GRAVITY_HOME_DOG,16,1,14,51,-21,21,10,37,31,16,True
25,GRAVITY_AWAY_DOG,4,16,42,14,11,-22,39,11,28,33,True
26,GRAVITY_HOME_DOG,16,11,14,29,-23,-2,11,29,34,31,True
27,GRAVITY_HOME_DOG,13,9,26,35,-13,-1,30,23,43,24,False
27,GRAVITY_AWAY_DOG,11,15,32,18,-1,-23,31,15,32,38,True
27,GRAVITY_AWAY_DOG,14,16,19,14,-20,-24,25,12,45,36,True
28,GRAVITY_HOME_DOG,15,14,18,22,-24,-17,15,28,39,45,True
28,GRAVITY_HOME_DOG,16,2,14,59,-27,30,12,52,39,22,True
29,GRAVITY_AWAY_DOG,9,16,36,14,-1,-29,39,12,40,41,True
30,GRAVITY_HOME_DOG,16,13,14,29,-30,-14,12,33,42,47,True
10,GRAVITY_AWAY_DOG,13,14,9,7,-3,-8,8,6,11,14,True
11,GRAVITY_AWAY_DOG,6,14,15,7,7,-9,15,6,8,15,False
11,GRAVITY_HOME_DOG,16,10,3,13,-9,0,4,10,13,10,False
18,GRAVITY_AWAY_DOG,2,16,32,11,15,-15,32,10,17,25,True
19,GRAVITY_HOME_DOG,16,8,11,25,-18,-2,11,21,29,23,True
20,GRAVITY_AWAY_DOG,14,13,14,20,-9,-7,19,18,28,25,False
20,GRAVITY_AWAY_DOG,15,16,13,11,-24,-19,15,11,39,30,True
21,GRAVITY_HOME_DOG,16,3,11,36,-20,12,11,35,31,23,True
23,CRUSHER_AWAY_FAV,13,2,25,39,-8,9,29,25,37,16,False
28,GRAVITY_AWAY_DOG,11,13,30,30,-4,-15,30,24,34,39,True
29,GRAVITY_HOME_DOG,13,9,30,39,-17,4,25,36,42,32,True
30,GRAVITY_AWAY_DOG,11,13,33,30,-12,-19,41,25,53,44,True
12,GRAVITY_AWAY_DOG,9,15,16,7,-7,-13,10,10,17,23,True
13,GRAVITY_HOME_DOG,16,3,7,22,-15,6,10,16,25,10,True
14,GRAVITY_AWAY_DOG,5,16,21,7,6,-16,16,10,10,26,True
19,GRAVITY_AWAY_DOG,3,14,31,20,7,-13,26,22,19,35,False
24,GRAVITY_AWAY_DOG,6,14,36,21,-1,-14,24,18,25,32,False
7,GRAVITY_AWAY_DOG,11,13,6,4,1,-6,9,1,8,7,True
8,GRAVITY_HOME_DOG,14,7,4,11,-8,0,1,9,9,9,True
9,GRAVITY_AWAY_DOG,5,14,14,4,7,-9,13,2,6,11,True
10,GRAVITY_HOME_DOG,16,12,4,9,-10,-4,2,13,12,17,False
17,GRAVITY_AWAY_DOG,15,16,12,9,-15,-13,10,15,25,28,True
18,GRAVITY_HOME_DOG,16,12,9,17,-14,-7,15,18,29,25,False
20,GRAVITY_AWAY_DOG,1,14,45,17,20,-12,35,18,15,30,True
21,GRAVITY_HOME_DOG,15,9,17,26,-17,-3,18,18,35,21,False
24,CRUSHER_AWAY_FAV,15,4,21,41,-11,7,21,37,32,30,True
25,GRAVITY_AWAY_DOG,5,15,43,21,16,-13,38,22,22,35,True
26,GRAVITY_HOME_DOG,16,15,21,22,-17,-17,22,22,39,39,False
19,GRAVITY_HOME_DOG,16,11,9,22,-22,-6,14,20,36,26,True
20,GRAVITY_AWAY_DOG,2,16,35,9,18,-23,30,14,12,37,True
21,GRAVITY_HOME_DOG,16,6,9,35,-25,7,14,35,39,28,True
22,GRAVITY_HOME_DOG,16,3,9,39,-27,15,14,33,41,18,True
23,GRAVITY_AWAY_DOG,9,16,30,9,5,-28,30,15,25,43,True
24,GRAVITY_AWAY_DOG,10,15,31,17,-1,-22,25,17,26,39,True
24,GRAVITY_HOME_DOG,16,2,9,44,-29,16,16,47,45,31,True
25,GRAVITY_HOME_DOG,15,8,17,36,-25,-5,17,35,42,40,False
9,CRUSHER_AWAY_FAV,13,1,6,21,-9,7,6,16,15,9,False
15,GRAVITY_AWAY_DOG,16,14,4,10,-15,-8,7,16,22,24,True
16,GRAVITY_HOME_DOG,13,9,12,23,-9,-3,17,14,26,17,True
22,GRAVITY_AWAY_DOG,3,14,41,14,17,-18,33,20,16,38,True
23,GRAVITY_HOME_DOG,14,10,14,29,-21,-8,20,24,41,32,False
8,CRUSHER_AWAY_FAV,14,1,4,18,-9,8,5,10,14,2,True
8,GRAVITY_AWAY_DOG,7,16,11,3,2,-9,11,9,9,18,True
9,GRAVITY_HOME_DOG,16,14,3,4,-13,-10,9,6,22,16,False
10,GRAVITY_HOME_DOG,15,4,4,16,-12,4,7,7,19,3,False
10,GRAVITY_HOME_DOG,16,2,4,18,-14,6,6,13,20,7,True
15,GRAVITY_HOME_DOG,16,13,7,14,-15,-7,10,17,25,24,True
16,GRAVITY_HOME_DOG,16,9,7,22,-16,3,10,21,26,18,True
20,GRAVITY_AWAY_DOG,6,16,30,10,7,-24,27,14,20,38,True
21,GRAVITY_HOME_DOG,16,1,10,38,-25,17,16,36,41,19,True
22,GRAVITY_AWAY_DOG,9,16,32,10,9,-26,34,16,25,42,True
23,GRAVITY_HOME_DOG,16,13,10,24,-28,-14,16,27,44,41,True
8,GRAVITY_HOME_DOG,16,14,2,3,-8,-7,2,5,10,12,False
13,GRAVITY_AWAY_DOG,8,16,17,4,4,-19,23,4,19,23,True
16,GRAVITY_HOME_DOG,14,15,13,10,-6,-12,13,14,19,26,True
14,GRAVITY_AWAY_DOG,5,15,21,11,10,-6,20,8,10,14,True
14,GRAVITY_AWAY_DOG,4,16,23,10,8,-7,21,7,13,14,False
15,GRAVITY_HOME_DOG,16,6,11,23,-7,5,8,22,15,17,True
16,GRAVITY_HOME_DOG,16,11,11,16,-9,-10,8,15,17,25,False
17,GRAVITY_AWAY_DOG,4,16,27,14,12,-11,25,10,13,21,True
18,GRAVITY_HOME_DOG,16,5,14,30,-12,9,10,27,22,18,True
19,GRAVITY_AWAY_DOG,14,16,17,14,-12,-15,18,10,30,25,False
22,GRAVITY_HOME_DOG,16,15,17,17,-13,-7,20,12,33,19,True
23,GRAVITY_AWAY_DOG,1,15,46,18,19,-20,34,19,15,39,False
23,GRAVITY_AWAY_DOG,11,16,21,17,-9,-14,14,20,23,34,False
28,GRAVITY_AWAY_DOG,15,16,24,20,-23,-20,23,27,46,47,True
29,GRAVITY_HOME_DOG,16,4,20,49,-24,20,28,47,52,27,True
6,GRAVITY_AWAY_DOG,15,16,4,1,-1,-5,4,3,5,8,True
7,GRAVITY_HOME_DOG,16,6,1,10,-7,-2,3,5,10,7,True
8,GRAVITY_AWAY_DOG,3,16,14,1,4,-10,13,4,9,14,True
10,GRAVITY_AWAY_DOG,11,15,11,6,-3,-8,10,3,13,11,True
10,GRAVITY_HOME_DOG,14,2,6,19,-7,6,2,13,9,7,True
11,GRAVITY_HOME_DOG,15,4,6,18,-11,4,3,17,14,13,True
15,GRAVITY_HOME_DOG,14,16,13,8,-5,-14,16,6,21,20,True
21,GRAVITY_AWAY_DOG,11,14,21,19,-6,-9,20,19,26,28,True
22,GRAVITY_HOME_DOG,14,16,19,13,-10,-18,20,13,30,31,True
24,CRUSHER_AWAY_FAV,15,2,20,43,-18,15,11,31,29,16,True
25,GRAVITY_AWAY_DOG,3,16,44,20,9,-19,38,11,29,30,True
28,GRAVITY_AWAY_DOG,12,16,27,21,-17,-25,27,15,44,40,True
30,GRAVITY_HOME_DOG,16,3,21,53,-29,25,14,49,43,24,True
10,GRAVITY_AWAY_DOG,14,16,7,1,-5,-13,7,4,12,17,True
12,GRAVITY_AWAY_DOG,10,13,15,9,-2,-9,9,12,11,21,True
12,GRAVITY_AWAY_DOG,16,15,2,6,-14,-12,5,12,19,24,True
13,GRAVITY_HOME_DOG,15,11,6,14,-14,-10,12,12,26,22,False
13,GRAVITY_HOME_DOG,13,10,10,16,-3,-2,15,9,18,11,True
14,GRAVITY_AWAY_DOG,16,14,6,10,-12,-4,9,15,21,19,True
18,GRAVITY_AWAY_DOG,6,15,27,11,9,-15,31,18,22,33,True
19,GRAVITY_HOME_DOG,16,4,11,32,-17,10,18,27,35,17,True
20,GRAVITY_AWAY_DOG,2,16,36,11,13,-20,29,19,16,39,True
24,GRAVITY_AWAY_DOG,7,16,37,14,0,-24,21,24,21,48,True
25,GRAVITY_HOME_DOG,16,11,14,29,-25,-3,25,28,50,31,False
26,GRAVITY_HOME_DOG,13,7,25,38,-17,6,18,34,35,28,True
27,GRAVITY_AWAY_DOG,4,13,46,25,17,-18,56,18,39,36,False
6,GRAVITY_HOME_DOG,13,6,3,9,-7,2,5,5,12,3,True
7,GRAVITY_AWAY_DOG,14,16,3,3,-3,-10,5,6,8,16,True
8,GRAVITY_HOME_DOG,16,7,3,10,-12,4,7,14,19,10,True
8,GRAVITY_AWAY_DOG,10,13,8,5,1,-5,11,7,10,12,True
9,GRAVITY_HOME_DOG,13,5,5,15,-8,4,7,13,15,9,True
10,GRAVITY_AWAY_DOG,12,14,8,5,-10,-9,12,9,22,18,True
11,GRAVITY_AWAY_DOG,12,16,10,5,-3,-18,9,4,12,22,True
12,GRAVITY_HOME_DOG,16,14,5,8,-19,-11,5,10,24,21,True
13,GRAVITY_HOME_DOG,16,14,5,9,-20,-13,6,16,26,29,True
14,GRAVITY_HOME_DOG,13,11,10,14,-7,-4,9,12,16,16,False
20,CRUSHER_AWAY_FAV,16,2,12,37,-21,20,23,39,44,19,True
21,GRAVITY_AWAY_DOG,5,16,34,12,15,-22,34,24,19,46,True
22,GRAVITY_HOME_DOG,16,7,12,31,-24,8,25,30,49,22,True
23,GRAVITY_AWAY_DOG,6,16,38,12,12,-25,35,26,23,51,True
24,GRAVITY_HOME_DOG,16,10,12,29,-26,0,26,28,52,28,False
26,GRAVITY_HOME_DOG,16,10,14,30,-28,-3,16,31,44,34,True
10,CRUSHER_HOME_FAV,1,14,21,7,11,-5,19,10,8,15,True
11,GRAVITY_HOME_DOG,16,12,7,10,-8,-11,10,12,18,23,True
12,GRAVITY_AWAY_DOG,3,16,21,7,13,-10,26,11,13,21,True
13,GRAVITY_HOME_DOG,16,13,7,11,-11,-5,11,16,22,21,True
14,GRAVITY_AWAY_DOG,13,16,13,7,-6,-13,12,12,18,25,True
15,GRAVITY_HOME_DOG,15,13,9,16,-10,-3,13,15,23,18,False
15,GRAVITY_HOME_DOG,16,9,7,19,-16,-2,12,17,28,19,True
16,GRAVITY_AWAY_DOG,10,16,20,7,-8,-17,19,12,27,29,True
16,GRAVITY_HOME_DOG,15,2,11,31,-17,15,7,33,24,18,True
17,GRAVITY_AWAY_DOG,12,15,19,11,-11,-21,21,7,32,28,True
21,CRUSHER_AWAY_FAV,14,2,13,40,-16,18,17,39,33,21,False
22,GRAVITY_HOME_DOG,16,15,12,13,-28,-21,10,17,38,38,True
23,GRAVITY_AWAY_DOG,14,16,19,12,-14,-32,19,10,33,42,False
25,GRAVITY_HOME_DOG,13,3,22,43,-9,16,23,48,32,32,True
26,GRAVITY_AWAY_DOG,7,13,38,22,6,-13,43,24,37,37,True
26,CRUSHER_HOME_FAV,1,14,55,19,26,-21,51,21,25,42,True
27,GRAVITY_HOME_DOG,15,12,19,27,-22,-18,21,32,43,50,True
27,GRAVITY_HOME_DOG,13,8,22,40,-14,-2,25,36,39,38,True
28,GRAVITY_AWAY_DOG,2,15,50,19,22,-23,57,22,35,45,True
29,GRAVITY_HOME_DOG,15,6,19,45,-24,10,23,49,47,39,False
6,GRAVITY_AWAY_DOG,7,15,7,3,2,-6,6,5,4,11,True
8,CRUSHER_HOME_FAV,1,14,17,4,15,-4,17,8,2,12,False
8,GRAVITY_AWAY_DOG,11,15,8,4,-8,-6,6,3,14,9,True
9,GRAVITY_HOME_DOG,16,10,4,10,-8,-2,5,10,13,12,True
9,GRAVITY_HOME_DOG,15,3,5,16,-9,7,9,15,18,8,True
10,GRAVITY_AWAY_DOG,5,16,15,4,4,-9,15,6,11,15,True
19,GRAVITY_HOME_DOG,15,8,13,27,-17,7,15,31,32,24,True
20,GRAVITY_AWAY_DOG,8,13,29,17,6,-13,22,9,16,22,True
20,GRAVITY_AWAY_DOG,9,16,29,11,4,-19,24,13,20,32,False
21,GRAVITY_HOME_DOG,13,10,17,29,-14,2,9,24,23,22,True
10,GRAVITY_AWAY_DOG,15,16,3,2,-10,-16,6,5,16,21,True
15,GRAVITY_HOME_DOG,16,8,4,18,-17,-2,10,22,27,24,True
16,GRAVITY_HOME_DOG,16,11,4,15,-19,-1,10,16,29,17,True
18,GRAVITY_HOME_DOG,15,14,8,15,-24,-13,10,14,34,27,True
26,GRAVITY_HOME_DOG,14,9,22,30,-17,-12,29,28,46,40,False
29,GRAVITY_HOME_DOG,16,4,10,53,-35,24,21,53,56,29,True
30,GRAVITY_AWAY_DOG,8,16,39,10,-4,-36,44,21,48,57,True
8,GRAVITY_HOME_DOG,16,15,3,4,-10,-10,4,5,14,15,True
9,GRAVITY_AWAY_DOG,13,16,7,3,-5,-13,3,4,8,17,True
10,GRAVITY_HOME_DOG,16,7,3,15,-15,6,4,15,19,9,True
11,GRAVITY_AWAY_DOG,2,15,22,5,9,-6,21,10,12,16,True
11,GRAVITY_HOME_DOG,16,5,3,17,-17,4,4,10,21,6,True
12,GRAVITY_AWAY_DOG,14,16,8,3,-16,-18,9,5,25,23,True
25,GRAVITY_AWAY_DOG,1,16,47,12,21,-30,43,16,22,46,True
26,GRAVITY_AWAY_DOG,7,16,41,12,10,-32,30,16,20,48,True
27,GRAVITY_HOME_DOG,16,12,12,28,-33,-24,16,20,49,44,True
28,GRAVITY_AWAY_DOG,15,16,23,12,-23,-35,19,17,42,52,False
7,GRAVITY_AWAY_DOG,9,15,9,3,-1,-7,9,5,10,12,True
8,GRAVITY_HOME_DOG,15,4,3,13,-9,3,5,9,14,6,True
9,GRAVITY_AWAY_DOG,7,15,12,3,4,-10,13,6,9,16,False
16,GRAVITY_AWAY_DOG,9,13,21,11,-5,-11,20,15,25,26,True
16,GRAVITY_HOME_DOG,16,6,8,25,-15,3,10,16,25,13,True
17,GRAVITY_AWAY_DOG,3,16,30,8,18,-19,29,10,11,29,True
17,GRAVITY_HOME_DOG,14,1,11,40,-16,22,15,30,31,8,True
18,GRAVITY_HOME_DOG,16,2,8,34,-20,24,11,40,31,16,True
19,GRAVITY_AWAY_DOG,4,16,36,8,13,-23,28,11,15,34,False
20,GRAVITY_HOME_DOG,16,9,10,27,-33,2,12,28,45,26,True
20,GRAVITY_HOME_DOG,13,4,16,36,-11,12,22,28,33,16,True
21,GRAVITY_AWAY_DOG,12,13,18,16,-19,-14,19,22,38,36,True
22,GRAVITY_HOME_DOG,13,9,16,31,-15,3,22,30,37,27,True
23,GRAVITY_AWAY_DOG,8,14,33,16,3,-19,34,22,31,41,True
24,GRAVITY_HOME_DOG,14,1,16,57,-20,28,23,41,43,13,True
11,GRAVITY_AWAY_DOG,5,16,17,5,4,-12,13,9,9,21,False
16,GRAVITY_AWAY_DOG,8,15,22,12,-5,-13,19,12,24,25,True
23,GRAVITY_AWAY_DOG,5,14,39,19,13,-29,36,22,23,51,True
24,GRAVITY_AWAY_DOG,14,16,20,14,-29,-20,23,9,52,29,True
25,GRAVITY_AWAY_DOG,3,14,48,20,22,-20,51,24,29,44,True
25,GRAVITY_HOME_DOG,16,1,14,49,-23,30,9,48,32,18,True
26,GRAVITY_HOME_DOG,15,5,20,43,-22,14,24,40,46,26,True
26,GRAVITY_AWAY_DOG,11,16,29,14,-9,-25,25,10,34,35,False
27,GRAVITY_AWAY_DOG,10,15,31,20,-4,-26,27,25,31,51,True
28,GRAVITY_HOME_DOG,15,3,20,50,-27,21,26,47,53,26,True
29,GRAVITY_AWAY_DOG,16,15,19,20,-22,-29,14,26,36,55,False
9,GRAVITY_AWAY_DOG,9,16,9,2,3,-10,10,5,7,15,True
10,GRAVITY_HOME_DOG,16,12,2,9,-12,-3,5,9,17,12,True
20,GRAVITY_AWAY_DOG,16,15,14,15,-17,-10,15,15,32,25,True
21,GRAVITY_HOME_DOG,16,6,15,31,-13,6,15,29,28,23,True
22,GRAVITY_AWAY_DOG,15,16,17,15,-15,-14,16,15,31,29,True
26,GRAVITY_HOME_DOG,16,3,17,50,-19,17,26,35,45,18,True
27,GRAVITY_AWAY_DOG,1,16,53,17,28,-20,47,26,19,46,True
28,GRAVITY_HOME_DOG,15,7,23,45,-18,11,23,39,41,28,True
10,CRUSHER_AWAY_FAV,15,1,5,25,-9,20,8,27,17,7,True
11,GRAVITY_AWAY_DOG,11,16,13,5,-5,-12,10,8,15,20,False
13,GRAVITY_HOME_DOG,15,14,10,11,-12,-10,11,15,23,25,True
14,GRAVITY_AWAY_DOG,9,16,17,10,0,-15,15,12,15,27,True
17,CRUSHER_AWAY_FAV,16,2,11,34,-23,17,12,33,35,16,False
17,GRAVITY_HOME_DOG,14,10,11,21,-16,-6,9,17,25,23,False
19,GRAVITY_AWAY_DOG,15,16,14,11,-14,-20,14,15,28,35,False
22,GRAVITY_AWAY_DOG,14,13,18,21,-16,-22,20,18,36,40,True
6,GRAVITY_HOME_DOG,16,15,3,3,-6,-4,4,2,10,6,False
12,GRAVITY_HOME_DOG,13,12,12,13,-6,-7,14,8,20,15,False
19,GRAVITY_HOME_DOG,16,2,11,33,-13,14,9,35,22,21,True
20,GRAVITY_AWAY_DOG,7,16,25,11,2,-18,16,9,14,27,False
21,GRAVITY_AWAY_DOG,11,14,24,23,-7,-7,21,20,28,27,True
22,GRAVITY_HOME_DOG,13,14,23,23,-8,-8,21,21,29,29,True
23,GRAVITY_AWAY_DOG,1,14,47,23,23,-10,53,22,30,32,True
24,GRAVITY_AWAY_DOG,8,14,31,23,-7,-13,30,22,37,35,True
25,GRAVITY_HOME_DOG,15,4,23,43,-14,15,22,40,36,25,False
26,GRAVITY_AWAY_DOG,16,15,18,25,-19,-17,14,17,33,34,True
27,GRAVITY_HOME_DOG,14,11,26,30,-15,-15,26,31,41,46,True
19,GRAVITY_AWAY_DOG,6,16,28,15,4,-11,25,25,21,36,True
20,GRAVITY_HOME_DOG,16,11,15,20,-16,-5,25,20,41,25,False
6,CRUSHER_AWAY_FAV,13,2,3,12,-3,4,8,8,11,4,False
10,GRAVITY_HOME_DOG,16,5,2,15,-13,3,5,16,18,13,False
13,GRAVITY_AWAY_DOG,10,13,15,13,-1,-6,18,20,19,26,True
14,GRAVITY_HOME_DOG,14,5,13,21,-7,4,20,18,27,14,True
15,GRAVITY_AWAY_DOG,2,16,30,6,14,-19,25,10,11,29,False
19,GRAVITY_HOME_DOG,15,7,14,28,-15,-2,25,28,40,30,True
23,GRAVITY_AWAY_DOG,8,15,31,18,-7,-28,19,24,26,52,True
24,GRAVITY_HOME_DOG,15,4,18,41,-32,11,24,29,56,18,True
10,GRAVITY_AWAY_DOG,12,15,9,7,-7,-9,8,6,15,15,True
11,GRAVITY_HOME_DOG,16,1,5,22,-9,8,8,21,17,13,True
11,GRAVITY_HOME_DOG,15,2,7,20,-11,11,6,17,17,6,True
12,GRAVITY_AWAY_DOG,2,15,23,7,8,-12,22,8,14,20,True
13,GRAVITY_HOME_DOG,16,7,7,17,-14,2,10,21,24,19,True
14,GRAVITY_AWAY_DOG,13,16,12,7,-9,-15,12,10,21,25,True
22,GRAVITY_HOME_DOG,15,9,16,27,-20,2,20,26,40,24,False
29,GRAVITY_AWAY_DOG,7,14,42,23,0,-28,38,26,38,54,True
30,GRAVITY_AWAY_DOG,12,14,33,23,-13,-29,37,27,50,56,True
7,GRAVITY_HOME_DOG,14,10,6,7,-2,-2,9,8,11,10,False
9,GRAVITY_HOME_DOG,16,15,7,7,-10,-7,7,9,17,16,True
9,CRUSHER_HOME_FAV,3,13,17,7,6,-6,12,10,6,16,True
10,GRAVITY_HOME_DOG,16,15,7,8,-9,-10,10,9,19,19,False
15,GRAVITY_HOME_DOG,16,14,9,14,-5,-10,10,19,15,29,False
16,GRAVITY_HOME_DOG,14,1,15,31,-13,12,14,23,27,11,True
17,GRAVITY_AWAY_DOG,13,14,16,15,-13,-15,14,15,27,30,True
23,GRAVITY_HOME_DOG,16,15,17,17,-24,-7,20,23,44,30,True
24,GRAVITY_AWAY_DOG,3,16,43,17,16,-25,38,20,22,45,True
25,GRAVITY_HOME_DOG,16,5,17,40,-27,11,20,39,47,28,True
26,GRAVITY_AWAY_DOG,7,16,38,17,13,-28,31,20,18,48,True
27,GRAVITY_HOME_DOG,16,14,17,26,-29,-19,22,32,51,51,True
30,GRAVITY_HOME_DOG,14,11,28,32,-20,-17,28,24,48,41,True
8,GRAVITY_HOME_DOG,16,10,1,9,-12,0,2,11,14,11,True
9,GRAVITY_AWAY_DOG,15,16,3,1,-11,-13,4,3,15,16,False
10,GRAVITY_AWAY_DOG,1,16,20,3,10,-13,22,4,12,17,False
12,GRAVITY_AWAY_DOG,5,13,20,10,6,-6,13,11,7,17,True
15,GRAVITY_AWAY_DOG,13,14,14,14,-6,-10,15,18,21,28,True
16,GRAVITY_AWAY_DOG,3,14,30,14,16,-12,28,18,12,30,True
17,GRAVITY_HOME_DOG,14,15,14,11,-13,-13,20,15,33,28,False
18,GRAVITY_HOME_DOG,16,13,10,17,-16,-10,13,23,29,33,False
18,GRAVITY_HOME_DOG,15,8,11,24,-16,0,15,22,31,22,True
19,GRAVITY_AWAY_DOG,1,16,38,11,16,-18,33,15,17,33,True
20,GRAVITY_HOME_DOG,16,11,11,22,-20,-2,15,21,35,23,True
21,GRAVITY_AWAY_DOG,2,16,39,11,15,-21,35,15,20,36,False
28,GRAVITY_HOME_DOG,15,9,22,37,-22,-1,33,36,55,37,False
7,GRAVITY_AWAY_DOG,1,13,16,6,8,-6,11,3,3,9,True
12,GRAVITY_AWAY_DOG,12,16,11,5,-6,-14,9,7,15,21,False
14,GRAVITY_HOME_DOG,13,15,11,8,-8,-13,10,10,18,23,False
15,GRAVITY_HOME_DOG,16,1,8,30,-14,14,10,21,24,7,True
16,GRAVITY_HOME_DOG,16,15,8,11,-17,-22,10,9,27,31,True
21,GRAVITY_AWAY_DOG,16,15,11,13,-19,-23,13,15,32,38,True
24,GRAVITY_HOME_DOG,13,15,22,14,-16,-25,20,17,36,42,True
25,GRAVITY_AWAY_DOG,12,13,22,22,-15,-17,21,20,36,37,False
29,GRAVITY_HOME_DOG,16,11,13,31,-27,-15,23,28,50,43,False
7,GRAVITY_HOME_DOG,14,4,3,11,-5,4,5,13,10,9,True
14,GRAVITY_HOME_DOG,16,10,8,16,-14,-1,10,17,24,18,True
16,CRUSHER_HOME_FAV,2,16,34,10,29,-16,40,12,11,28,False
30,GRAVITY_AWAY_DOG,12,14,33,29,-13,-15,34,29,47,44,True
9,GRAVITY_AWAY_DOG,11,16,8,1,0,-10,12,4,12,14,True
10,GRAVITY_HOME_DOG,16,11,1,10,-12,-2,4,11,16,13,True
11,CRUSHER_AWAY_FAV,15,2,5,22,-10,15,7,22,17,7,False
20,GRAVITY_HOME_DOG,14,2,15,40,-12,19,13,35,25,16,False
21,GRAVITY_AWAY_DOG,2,14,40,18,17,-17,37,25,20,42,True
22,GRAVITY_HOME_DOG,14,15,18,14,-18,-14,25,21,43,35,False
23,GRAVITY_HOME_DOG,15,3,14,40,-15,11,22,34,37,23,True
24,GRAVITY_HOME_DOG,16,8,6,35,-25,4,8,38,33,34,True
28,GRAVITY_AWAY_DOG,4,13,45,25,8,-14,42,26,34,40,True
6,GRAVITY_HOME_DOG,15,10,3,5,-6,-1,3,5,9,6,False
10,GRAVITY_AWAY_DOG,1,16,23,5,11,-10,15,7,4,17,True
15,GRAVITY_AWAY_DOG,4,16,26,6,5,-22,21,10,16,32,True
15,GRAVITY_HOME_DOG,15,9,7,18,-12,0,11,17,23,17,False
